"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
Aplikasi yg sangat bagus dan bermanfaat serta murah meriah dalam pembelian,5,2,aplikasi murah riah beli,822,1,,0.5156,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'murah', 'riah', 'beli']"
Gimana nih Aplikasinya? Di iklan bisa COD kok saya mencoba hari ini tidak bisa melalukan pembayaran secara COD!! Aplikasinya Jelek bagettttttt!!!!!!!!,1,0,aplikasi iklan cod bayar cod aplikasi bagettttttt,180,1,,0.5146,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'iklan', 'cod', 'bayar', 'cod', 'aplikasi', 'bagettttttt']"
"Belanja aman dan menyenangkan. Topup tanpa biaya admin harga murah terjangkau, pengiriman cepat, namun ongkir agak mahal sih",5,2,belanja aman topup biaya admin harga murah jangkau kirim cepat ongkir mahal,996,1,,0.4542,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['belanja', 'aman', 'topup', 'biaya', 'admin', 'harga', 'murah', 'jangkau', 'kirim', 'cepat', 'ongkir', 'mahal']"
Mentang2 make vocer gratis ongkir pengirimannya suka dilama lamain heran:),3,1,mentang make vocer gratis ongkir kirim lamain heran,756,1,,0.4234,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['mentang', 'pakai', 'voucher', 'gratis', 'ongkir', 'kirim', 'lamain', 'heran']"
memudahkan saya bertraksaksi,5,2,mudah bertraksaksi,978,2,2,0.7308,"bantu, sukses, butuh, mudah, beli, selalu, maju, rumah, jaya, lancar","['mudah', 'bertraksaksi']"
"Hai Shopee, mksh udah nyediakan tempat jual beli yg mudah dan aman serta paling favorit kita ialah program gratis ongkir kamu. Knp q turunin bintang 5 ke 3? Karena kamu makin pelit Klo gratis ongkir cm 5rb doang, g bakal deh seneng belanja d kamu lagi. Pdhal toko yg gabung udah banyak, mrk juga bayar buat gratis ongkir extra dll. Kasihan klo vouchernya g mendukung. Alamat disaingin oleh marketplace yg lain deh",3,1,mksh nyediakan jual beli mudah aman favorit program gratis ongkir turunin bintang pelit gratis ongkir rb neng belanja pdhal toko gabung mrk bayar gratis ongkir extra kasihan vouchernya dukung alamat disaingin marketplace,750,1,,0.5139,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['mksh', 'nyediakan', 'jual', 'beli', 'mudah', 'aman', 'favorit', 'program', 'gratis', 'ongkir', 'turun', 'bintang', 'pelit', 'gratis', 'ongkir', 'ribu', 'neng', 'belanja', 'pdhal', 'toko', 'gabung', 'mrk', 'bayar', 'gratis', 'ongkir', 'extra', 'kasihan', 'vouchernya', 'dukung', 'alamat', 'disaingin', 'marketplace']"
"saya turunin jadi 2bintang karena, cashback menjadi ovo point yg notabenenya tidak bisa untuk transaksi pembelian di tokped sendiri, saya sdh punya hampir 2jt ovo point dari cashback, tapi tidak bisa di pakai pembayaran di tokopedia, kan jadi aneh??????",2,0,turunin bintang cashback point notabene transaksi beli jt point cashback pakai bayar aneh,316,1,,0.5115,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['turun', 'bintang', 'cashback', 'point', 'notabene', 'transaksi', 'beli', 'jt', 'point', 'cashback', 'pakai', 'bayar', 'aneh']"
.???? SHOPEE KOK SEKARANG ADA BIAYA PENANGANAN 2500....BIASANYA UNTUK TRANSAKSI COD...TAPI SEKARANG TRANSAKSI APAPUN ADA BIAYA PENANGANAN...PARAAAAHHH.... 2500 X 1000 pengguna aja sudah luar biasa nyari duitnya..... Mendiny di olshop sebelah....murah,1,0,biaya tangan transaksi cod transaksi biaya tangan paraaaahhh nyari duit mendiny olshop belah murah,109,1,,0.5105,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['biaya', 'tangan', 'transaksi', 'cod', 'transaksi', 'biaya', 'tangan', 'paraaaahhh', 'cari', 'duit', 'mendiny', 'olshop', 'belah', 'murah']"
"share buy nya bagus,gratis ongkir,bs cod...JD.ID TOP ?? mkn syg deh...",5,2,share buy gratis ongkir cod mkn syg,937,1,,0.5091,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['share', 'buy', 'gratis', 'ongkir', 'cod', 'mkn', 'sayang']"
Ongkirnya mahal bgt sekarang dibanding olshop2 sebelah... Padahal dulu suka bgt jd.id freeong smua,3,1,ongkirnya mahal banding olshop belah freeong,556,1,,0.5084,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['ongkir', 'mahal', 'banding', 'olshop', 'belah', 'freeong']"
"Gk yangka sama tokopedia barang udah dipesan, dbayar di alfamart malah dibatalin yg diganti cuman biaya pesanan gk sama biaya transaksi?? Parahh..",1,0,yangka barang pes dbayar dibatalin ganti cuman biaya pesan biaya transaksi parahh,383,1,,0.5068,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['yangka', 'barang', 'pes', 'dbayar', 'dibatalin', 'ganti', 'cuman', 'biaya', 'pesan', 'biaya', 'transaksi', 'parahh']"
"banyak voucher belanja buat pengguna baru dan bisa di pakai tapi semakin lama walau pun voucher nya tidah di pakai voucher terus berkurang, jadi tolong di perbaiki lagi dari pihak berwenang, agar pembeli lebih nyaman berbelanja ditokopedia",3,1,voucher belanja pakai voucher tidah pakai voucher tolong wenang beli nyaman belanja ditokopedia,748,1,,0.4941,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['voucher', 'belanja', 'pakai', 'voucher', 'tidah', 'pakai', 'voucher', 'tolong', 'wenang', 'beli', 'nyaman', 'belanja', 'ditokopedia']"
Sering2 beri gratis ongkir ya dan harga bersaing murah,5,2,gratis ongkir harga saing murah,844,1,,0.4937,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['gratis', 'ongkir', 'harga', 'saing', 'murah']"
Tolong dong lazada di perbaiki kasi vocer belanja nya agak gedean dikit kyak di shopee gtu Ya setidak nya free ongkir Bakal langganan pasti di lazada ??,4,2,tolong kasi vocer belanja gede dikit kyak gtu free ongkir langgan,917,1,,0.491,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['tolong', 'kasi', 'voucher', 'belanja', 'gede', 'dikit', 'kyak', 'gtu', 'free', 'ongkir', 'langgan']"
Bagus si aplikasinya cuman ongkirnya terlalu mahal Lo,1,0,aplikasi cuman ongkirnya mahal lo,420,1,,0.4905,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'cuman', 'ongkir', 'mahal', 'kamu']"
Bagus buat belanja onlen mantap pokonya,3,1,belanja onlen poko,618,1,,0.485,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['belanja', 'onlen', 'poko']"
Aplikasi yg sangat2 memudahkan dalam berbelanja,5,2,aplikasi mudah belanja,830,1,,0.4845,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'mudah', 'belanja']"
Sekarang Ndak seru dpt gratis ongkir harus beli 30.000 mana potongannya cuman 10.000 lagii ?? masa iyaa beli ongkir gratis barang??,3,1,ndak seru gratis ongkir beli potong cuman iyaa beli ongkir gratis barang,774,1,,0.4767,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['tidak', 'seru', 'gratis', 'ongkir', 'beli', 'potong', 'cuman', 'iyaa', 'beli', 'ongkir', 'gratis', 'barang']"
Puas pake jd.id tapi knp gak digratisin ongkir lg??? Tolong ya jd.id ongkirnya di gratisin lg spy gak pindah ke lain hati gara2 ada ongkirnya.trima kasih,3,1,pake digratisin ongkir lg tolong ongkirnya gratisin lg pindah hati gara ongkirnya trima,635,1,,0.4747,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['pakai', 'digratisin', 'ongkir', 'lagi', 'tolong', 'ongkir', 'gratisin', 'lagi', 'pindah', 'hati', 'gara', 'ongkir', 'terima']"
Semua fitur sudah bagus. Tapi kenapa sekarang tidak bisa Top Up OVO dengan menggunakan kartu debit dari BRI?,3,1,fitur up kartu debit bri,589,1,,0.464,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['fitur', 'up', 'kartu', 'debit', 'bri']"
"Dlu saya kasih bintang 5 skrg saya kasih bintang 1 aja. Semakin mahal ongkirnya??????lebih mahal ongkir drpd barangnya. Apalagi layanan Hemat sudah engga bisa bikin mencekik pembeli.makin kesini makin mahal ongkirnya.Tolong diperbaiki lagi layanannya. Saya pengguna setia Shopee kyk terus gini pindah ke lain. Claim ongkir juga sama aja bohong masih mahal. Pembeli bukan hanya orang perkotaan saja, orang desa jg suka beli kyk saya. Terusin lama-lama pasti sepi",1,0,bintang skrg bintang mahal ongkirnya mahal ongkir drpd barang layan hemat engga bikin cekik beli kesini mahal ongkirnya tolong layan setia gin pindah claim ongkir bohong mahal beli kota desa jg beli terusin sepi,336,1,,0.4586,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['bintang', 'sekarang', 'bintang', 'mahal', 'ongkir', 'mahal', 'ongkir', 'drpd', 'barang', 'layan', 'hemat', 'engga', 'bikin', 'cekik', 'beli', 'kesini', 'mahal', 'ongkir', 'tolong', 'layan', 'setia', 'gin', 'pindah', 'claim', 'ongkir', 'bohong', 'mahal', 'beli', 'kota', 'desa', 'juga', 'beli', 'terusin', 'sepi']"
"Shopee tolong dong Jangan tagihin aku terus, kAn aku sudah melunasi dan harusnya tidak ada tagihan hutang lagi tapi ini kenapa ada tagihannya dan rincian pembelian sama juga totalan tagihan juga sama dgn yg saya bayarkan. Tolong aktifin pembayaran pelunasan saya., Saya sudah bayar",1,0,tolong tagihin lunas tagih hutang tagih rincian beli total tagih bayar tolong aktifin bayar lunas bayar,294,1,,0.4539,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['tolong', 'tagihin', 'lunas', 'tagih', 'hutang', 'tagih', 'rincian', 'beli', 'total', 'tagih', 'bayar', 'tolong', 'aktifin', 'bayar', 'lunas', 'bayar']"
banyak drama...ga sesuai..event .flashle.ga sesuai..gratis ongkir cuman bahasa marketing.knytaan pake shpe pay ttep aja bayar ongkir..,1,0,drama sesuai event flashle sesuai gratis ongkir cuman bahasa marketing knytaan pake shpe pay bayar ongkir,18,1,,0.4538,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['drama', 'sesuai', 'event', 'flashle', 'sesuai', 'gratis', 'ongkir', 'cuman', 'bahasa', 'marketing', 'knytaan', 'pakai', 'shpe', 'bayar', 'bayar', 'ongkir']"
"selamaa ini belanja online selalu di shoppe, walaupun ongkirnya mahal banget tapi voucher gratis ongkirnyaa membantu banget ngurangi ongkir yg mahal ituu, tapi itu dlu, skrg mengcapekk deh, pot. ongkir sdkit skali, koin yg didpt dr 100 ke 50 skrg 25 doankk, fix shoppe gak asyikk kyk dluu",1,0,selamaa belanja online shoppe ongkirnya mahal voucher gratis ongkirnyaa bantu ngurangi ongkir mahal ituu skrg mengcapekk pot ongkir sdkit koin didpt skrg doankk fix shoppe asyikk dluu,338,1,,0.4525,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['selamaa', 'belanja', 'online', 'shoppe', 'ongkir', 'mahal', 'voucher', 'gratis', 'ongkirnyaa', 'bantu', 'ngurangi', 'ongkir', 'mahal', 'ituu', 'sekarang', 'mengcapekk', 'pot', 'ongkir', 'sdkit', 'koin', 'didpt', 'sekarang', 'doankk', 'fix', 'shoppe', 'asyikk', 'dluu']"
Semoga Dgn Bergabungnya Go To semakin sukses selalu dan berharap logo Jaket Berubah jg ditahun depan dgn logo GO-JEK baru dan Tokopedia baru,5,2,gabung go sukses harap logo jaket ubah jg logo go jek,816,1,,0.4525,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['gabung', 'go', 'sukses', 'harap', 'logo', 'jaket', 'ubah', 'juga', 'logo', 'go', 'jek']"
Saya suka sekali blnja di lazada bisa Cod jadi ngga harus repot keluar rumah..trimakasih lazada,5,2,blnja cod repot rumah trimakasih,965,1,,0.4515,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['blnja', 'cod', 'repot', 'rumah', 'trimakasih']"
Saya harap sekarang toko toko online memberikan gratis ongkir. Saya malas nya beli di sini adalah ongkir yg lebih mahal dari pada barang nya!??,3,1,harap toko toko online gratis ongkir malas beli ongkir mahal barang,552,1,,0.4507,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['harap', 'toko', 'toko', 'online', 'gratis', 'ongkir', 'malas', 'beli', 'ongkir', 'mahal', 'barang']"
"Shopee sekarang kayaknya sudah pelit voucher. Lebih banyak voucher untuk SPayLater/SPay. Kalaupun kasih voucher hanya toko tertentu saja yang bisa dipakai. Kami yang jauh diujung timur terkendala dengan ongkir yang luar biasa mahalnya. Dulu masih banyak toko luar negeri berseliweran, kami terbantu karena ongkirnya tidak terlalu memberatkan. Sekarang sy lebih beralih ke Lazada saja. Serasa terjangkau barangnya juga ongkirnya. Semoga shopee ke depan lebih baik lagi, ya.",3,1,kayak pelit voucher voucher spaylater spay voucher toko pakai ujung timur kendala ongkir mahal toko negeri seliwer bantu ongkirnya berat alih serasa jangkau barang ongkirnya,702,1,,0.4461,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['kayak', 'pelit', 'voucher', 'voucher', 'spaylater', 'spay', 'voucher', 'toko', 'pakai', 'ujung', 'timur', 'kendala', 'ongkir', 'mahal', 'toko', 'negeri', 'seliwer', 'bantu', 'ongkir', 'berat', 'alih', 'serasa', 'jangkau', 'barang', 'ongkir']"
"Dulu blibli selalu free ongkir, sekarang ga lagi. Ga semua free bny 
syaratnya. Agak kecewa sih. Cuma emg kadang harganya lebih murah dr olshop 
lain, cuma lebih sering mahal nya sih. Tolong dong blibli seperti dulu lagi 
bener2 free ongkir tanpa syarat",3,1,free ongkir free bny syarat kadang harga murah olshop mahal tolong bener free ongkir syarat,700,1,,0.4407,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['free', 'ongkir', 'free', 'bny', 'syarat', 'kadang', 'harga', 'murah', 'olshop', 'mahal', 'tolong', 'benar', 'free', 'ongkir', 'syarat']"
sebagai driver ojol sering sy kecewa karena ongkir yg sangat murah kalo lagi dapat argo jauh sering sy cancel,3,1,driver ojol ongkir murah argo cancel,598,1,,0.44,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['driver', 'ojol', 'ongkir', 'murah', 'argo', 'cancel']"
"cara kreditnya gimana , saya udah lama mau kredit tapi kesulitan , mohon di bantu dan di jawab ?",3,1,kredit kredit sulit bantu,728,1,,0.44,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['kredit', 'kredit', 'sulit', 'bantu']"
Satu-satunya toko online subsidi ongkir paling besar,5,2,toko online subsidi ongkir,897,1,,0.44,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['toko', 'online', 'subsidi', 'ongkir']"
banyakin promo keperluan anak yang ngab,5,2,banyakin promo anak ngab,928,1,,0.44,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['banyakin', 'promo', 'anak', 'ngab']"
"Ga pernah dapet promo,padahal saya sering top up ovo via tokovedia",1,0,promo up via tokovedia,132,1,,0.4399,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['promo', 'up', 'via', 'tokovedia']"
Tolong di perbarui biaya pengiriman nya soalnya mahal,1,0,tolong biaya kirim mahal,141,1,,0.4398,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['tolong', 'biaya', 'kirim', 'mahal']"
Aku merasa aman belanja di shope daripada di olshop dan lebih menariknya ada cashbacknya ??,5,2,aman belanja shope olshop tarik cashbacknya,798,1,,0.4352,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aman', 'belanja', 'shope', 'olshop', 'tarik', 'cashbacknya']"
"2017 masih ada ongkir? Semoga free ongkir di awal th 2017 dan seterusnya toko sebelah aja semua rata rata udah free ongkir, 2017 juga semoga ada sistem cod, toko sebelah aja rata rata udah ada cod semua, jgn perbaikam di appnya saja, sistem pembayaran, pembelian dan kreditnya juga perlu di perbaiki agar lebih mudah di gunakan, supaya pelanggan setia elv ga pindah ke toko sebelah :)",3,1,ongkir free ongkir th toko belah free ongkir sistem cod toko belah cod jgn perbaikam appnya sistem bayar beli kredit mudah langgan setia elv pindah toko belah,537,1,,0.4321,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['ongkir', 'free', 'ongkir', 'th', 'toko', 'belah', 'free', 'ongkir', 'sistem', 'cod', 'toko', 'belah', 'cod', 'jangan', 'perbaikam', 'appnya', 'sistem', 'bayar', 'beli', 'kredit', 'mudah', 'langgan', 'setia', 'elv', 'pindah', 'toko', 'belah']"
Sangat membantu dalam pelatihan.,5,2,bantu latih,867,2,2,0.7333,"bantu, sukses, butuh, mudah, beli, selalu, maju, rumah, jaya, lancar","['bantu', 'latih']"
Deploper tolong perbaiki lg .segi pasilitas bonus koin saya berbelanja menggunakan koin dan bonus harga tidak berkurang malah naik,1,0,deploper tolong lg segi pasilitas bonus koin belanja koin bonus harga,40,1,,0.4209,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['deploper', 'tolong', 'lagi', 'segi', 'pasilitas', 'bonus', 'koin', 'belanja', 'koin', 'bonus', 'harga']"
"Berbelanja di Tokopedia ternyata sangat mudah dan bisa dipercaya. Proses mulai belanja, pembayaran, pengiriman hingga barang diterima dapat dipantau dengan jelas. Sebelumnya saya sangat ragu berbelanja secara online. Tapi setelah saya coba, ternyata mudah dan amaaaan.",5,2,belanja mudah percaya proses belanja bayar kirim barang pantau ragu belanja online mudah amaaaan,926,1,,0.4197,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['belanja', 'mudah', 'percaya', 'proses', 'belanja', 'bayar', 'kirim', 'barang', 'pantau', 'ragu', 'belanja', 'online', 'mudah', 'amaaaan']"
"Udah sering belanja nih, udah member gold juga tapi ko blm dpet shopee pay latter dan SPinjam yaah??",3,1,belanja member gold dpet pay latter spinjam yaah,776,1,,0.4177,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['belanja', 'member', 'gold', 'dpet', 'bayar', 'latter', 'spinjam', 'yaah']"
"Apaan sih gak bisa cod hanya wilayah"" tertentu sja yg bisa kalo pake bank.bank sangat jauh dari sini.kecewaa njir",1,0,cod wilayah sja pake bank bank kecewaa njir,211,1,,0.4169,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['cod', 'wilayah', 'sja', 'pakai', 'bank', 'bank', 'kecewaa', 'njir']"
Mau tanya donk cara gunain voucer 50 ribu gmna.saya dapet dari pembelian pocari sweet,3,1,gunain voucer ribu beli pocari sweet,522,1,,0.4153,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['gunain', 'voucer', 'ribu', 'beli', 'pocari', 'sweet']"
"Punya bonus sampai 400ribuan,tapi gak bisa dipakai...kirain bonus itu bisa buat belanja produk2,nyatanya cuma buat hiasan saja...tanpa bonus juga masih sama harga nya...jadi jangan mubazir kasih kasih saldo bonus dadakan kalau cuma buat pencitraan saja.",1,0,bonus ribu pakai kirain bonus belanja produk hias bonus harga mubazir saldo bonus dada citra,455,1,,0.4069,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['bonus', 'ribu', 'pakai', 'kirain', 'bonus', 'belanja', 'produk', 'hias', 'bonus', 'harga', 'mubazir', 'saldo', 'bonus', 'dada', 'citra']"
Harga variatif,4,2,harga variatif,868,1,,0.4018,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['harga', 'variatif']"
Harga banyak yg mahal,3,1,harga mahal,583,1,,0.4017,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['harga', 'mahal']"
Cashback nya seret,1,0,cashback seret,245,1,,0.4,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['cashback', 'seret']"
Blum pernah dapet bonus sama hadiah,2,0,bonus hadiah,405,1,,0.4,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['bonus', 'hadiah']"
Ongkir mahall,3,1,ongkir mahall,478,1,,0.4,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['ongkir', 'mahall']"
"Sekarang lazada gak bisa cod ya, gak kaya dulu banyak barang yg bisa cod",1,0,cod kaya barang cod,100,1,,0.399,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['cod', 'kaya', 'barang', 'cod']"
App nya ok banget cara beli barang gampang dan banyak promo....,5,2,app beli barang gampang promo,944,1,,0.3929,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'beli', 'barang', 'gampang', 'promo']"
Bener gak sih kl beli tv gratis ongkir,3,1,bener beli tv gratis ongkir,740,1,,0.391,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['benar', 'beli', 'tv', 'gratis', 'ongkir']"
"diupdate terbaru, saya dapat bug ga bisa gratis ongkir dan tidak dapat menggunakan kupon di semua item barang",2,0,diupdate bug gratis ongkir kupon item barang,303,1,,0.3903,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['diupdate', 'bug', 'gratis', 'ongkir', 'kupon', 'hitam', 'barang']"
Dengan adanya shopie.sangat membantu saya dalam berbelanja tanpa saya harus keluar rumah.kurang banyak gratis ongkir nya.membuat harga barang lbh mahal dibanding dengan saya berangkat pembeli sendri di toko nya,5,2,shopie bantu belanja rumah gratis ongkir harga barang lbh mahal banding berangkat beli sendri toko,875,1,,0.3892,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['shopie', 'bantu', 'belanja', 'rumah', 'gratis', 'ongkir', 'harga', 'barang', 'lbh', 'mahal', 'banding', 'berangkat', 'beli', 'sendri', 'toko']"
Beli voucher prakerja di Tokopedia kenapa ribet ? Udah beli tapi masukin kode voucher selalu gagal terus .. ribet.. tau gitu gak beli lewat Tokopedia,3,1,beli voucher ribet beli masukin kode voucher gagal ribet tau beli,721,1,,0.3888,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['beli', 'voucher', 'ribet', 'beli', 'masukkan', 'kode', 'voucher', 'gagal', 'ribet', 'tahu', 'beli']"
"Belanja cepat, hemat, aman..",5,2,belanja cepat hemat aman,819,1,,0.388,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['belanja', 'cepat', 'hemat', 'aman']"
"Sebenernyaa aplikasinya emng bagus,tpi tolonglahh ringanin ongkirnya??",3,1,sebenernyaa aplikasi tpi tolonglahh ringanin ongkirnya,766,1,,0.3869,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['sebenernyaa', 'aplikasi', 'tapi', 'tolonglahh', 'ringanin', 'ongkir']"
Aplikasi ini membuat kepala saya pusing ketika melihat istri saya yang sering menggunakan aplikasi ini ...,5,2,aplikasi kepala pusing istri aplikasi,958,1,,0.3667,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'kepala', 'pusing', 'istri', 'aplikasi']"
"Ngikutin Shopee dari awal. Makin seret buat user, padahal reward gold. ??",2,0,ngikutin seret user reward gold,90,1,,0.3591,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['ngikutin', 'seret', 'user', 'reward', 'gold']"
"Dulu masalah apl yang selalu lemot, sekarang COD dibatasi. Mau bayar pakai Alfamart server selalu gangguan. Maunya apa ini lazada..semua jadi gagal, repot jadi reseller dilazada",3,1,apl lot cod batas bayar pakai server ganggu gagal repot reseller dilazada,624,1,,0.3571,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'lot', 'cod', 'batas', 'bayar', 'pakai', 'server', 'ganggu', 'gagal', 'repot', 'reseller', 'dilazada']"
"Shopee kenapa skrng gratis ongkirnya cuma buat shopeepay aja sih,trs skrng ga bs pilih jasa pengiriman ky dulu, q pgn shopee yg dulu aja",3,1,skrng gratis ongkirnya shopeepay trs skrng pilih jasa kirim pgn,474,1,,0.3556,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['skrng', 'gratis', 'ongkir', 'shopeepay', 'terus', 'skrng', 'pilih', 'jasa', 'kirim', 'pgn']"
Shopee memang sangat mantul ... sangat membantu untuk belanja jual produc di rumah saja .. juga memberikan keuntungan ... koin ... smoga ada keuntungan2 yg lain ... kuota gratis untuk akses shopee dll... trims shopee,5,2,bantu belanja jual produc rumah untung koin smoga untung kuota gratis akses,946,1,,0.3314,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['bantu', 'belanja', 'jual', 'produc', 'rumah', 'untung', 'koin', 'smoga', 'untung', 'kuota', 'gratis', 'akses']"
lazada mantab kurangin harga ongkir dong,3,1,rangin harga ongkir,136,1,,0.3014,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['rangin', 'harga', 'ongkir']"
Aplikasinya ngga kaya dulu. Ini ribet banget,1,0,aplikasi kaya ribet,8,1,,0.3002,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['aplikasi', 'kaya', 'ribet']"
"Untuk cicilan melalui home credit kok jd susah ya, udh gtu layarnya hank putih setelah selesai verifikasi KTP Mohon bantuan dan konfrimasinya",1,0,cicil home credit susah gtu layar hank putih verifikasi ktp bantu konfrimasinya,208,1,,0.2667,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['cicil', 'home', 'credit', 'susah', 'gtu', 'layar', 'hank', 'putih', 'verifikasi', 'ktp', 'bantu', 'konfrimasinya']"
"1. Koneksi bagus, server banyak erornya; 2. Untuk jarak dekat, misal jabodetabek seharusnya kurir pos bisa digunakan jika toko menyediakan. Bagaimana mungkin jika platform sebelah bisa, tokopedia ga bisa; 3. Makin ke sini makin sedikit voucher belanjanya; 4. Top up saldo ovo harusnya bisa dibebaskan dgn minimal, tidak dari 50, 100, 200 langsung loncat 500. Platform sebelah bisa, kenapa di sini tidak? Atau tak usah bekerja sama dgn ovo, misal membuat metode sendiri seperti topedpay.",2,0,koneksi server eror jarak jabodetabek kurir pos toko sedia platform belah voucher belanja up saldo bebas minimal loncat platform belah metode topedpay,355,1,,0.2598,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['koneksi', 'server', 'eror', 'jarak', 'jabodetabek', 'kurir', 'pos', 'toko', 'sedia', 'platform', 'belah', 'voucher', 'belanja', 'up', 'saldo', 'bebas', 'minimal', 'loncat', 'platform', 'belah', 'metode', 'topedpay']"
Mantap. Kusuka blanja disini. Masih ada gratis ongkir. Team supportnya benar2 cepat tanggap. Problemku selesai. Dana tetap aman. Trimakasih bukalapak. ??????????,5,2,blanja gratis ongkir team supportnya cepat tanggap problem dana aman trimakasih,985,1,,0.2597,"belanja, ongkir, gratis, mudah, murah, bayar, promo, voucher, pakai, cod","['belanja', 'gratis', 'ongkir', 'team', 'supportnya', 'cepat', 'tanggap', 'masalah', 'dana', 'aman', 'trimakasih']"
