"review","rating","sentiment","review_processed","document_no","Label","dominant_topic","topic_perc_contrib","keywords","Text"
Toloonngg mb nya di kurangin jadi 20 mb biar saya bisa download aplikasi lazada kalo mb besar saya nggk bisa download aplikasi lazada mohon di kecil kn mb,2,0,toloonngg mb rangin mb download aplikasi mb nggk download aplikasi kn mb,326,,1,0.4075,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['toloonngg', 'mb', 'rangin', 'mb', 'unduh', 'aplikasi', 'mb', 'nggk', 'unduh', 'aplikasi', 'kan', 'mb']"
Knp hrs updet trs saya td baru aj psn ad pembatalan dri penjual tp penjual tidak ad pemberitahuan ap2 bdhl saya sudah byr sudah di transfer saya minta bantuan dari toped tidak bisa2 lbh aman beli cod tlg jgn merugikan pembeli,3,1,hrs updet trs psn batal jual jual pemberitahuan ap bdhl byr transfer bantu lbh aman beli cod tlg jgn rugi beli,493,,1,0.386,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['harus', 'updet', 'terus', 'pesan', 'batal', 'jual', 'jual', 'pemberitahuan', 'apa', 'bdhl', 'bayar', 'transfer', 'bantu', 'lbh', 'aman', 'beli', 'cod', 'tolong', 'jangan', 'rugi', 'beli']"
Beli pulsa di elevenia lebih murah,4,2,beli pulsa murah,669,,1,0.3838,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['beli', 'pulsa', 'murah']"
"Tolong dibantu, knpa sertifikat saya smpai skrang belum juga masuk di dashboard, pdhal pihal binus sdh kasih email sertifikat saya selesai tgl 5 september, smpaj sekarang tgl 18 belum juga masuk di dashboard, pdhal sdh lebih dri 7x24 jam",1,0,tolong bantu knpa sertifikat smpai skrang dashboard pdhal pihal bus email sertifikat tgl september smpaj tgl dashboard pdhal jam,6,,1,0.3822,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['tolong', 'bantu', 'kenapa', 'sertifikat', 'smpai', 'skrang', 'dashboard', 'pdhal', 'pihal', 'bus', 'email', 'sertifikat', 'tanggal', 'september', 'smpaj', 'tanggal', 'dashboard', 'pdhal', 'jam']"
"Aplikasi apa ini katanya ada "" TRAKTIRAN PENGGUNA BARU"" pas Sy pilih salah 1 prodak pas Sy bayar ko di kembalikan uang saya di tolak tp aplikasi pembelajaran lain nya gak papa yaa langsung Sy hapus saja apl Ini belanja online di tempat apl lain saja. Lebih mudah.",1,0,aplikasi traktir pas pilih salah prodak pas bayar uang tolak aplikasi ajar papa hapus apl belanja online apl mudah,315,,1,0.373,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['aplikasi', 'traktir', 'pas', 'pilih', 'salah', 'prodak', 'pas', 'bayar', 'uang', 'tolak', 'aplikasi', 'ajar', 'papa', 'hapus', 'aplikasi', 'belanja', 'online', 'aplikasi', 'mudah']"
"Saya sudah banyak kecewa dengan shopee. Sekarang sudah jatuh cinta dengan E-commerce sebelah yang lebih banyak voucher dan lebih jelas no tipu2 seperti shopee, serta lebih menghargai pengguna. Shopee lebih banyak nipu vouchernya, nggak jelas, ribet, no recommended. Selamat tinggal E-Commerce terburuk yang pernah saya pakai ??",1,0,jatuh cinta commerce belah voucher no tipu harga nipu vouchernya ribet no recommended tinggal commerce pakai,450,,1,0.3619,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['jatuh', 'cinta', 'commerce', 'belah', 'voucher', 'no', 'tipu', 'harga', 'tipu', 'vouchernya', 'ribet', 'no', 'recommended', 'tinggal', 'commerce', 'pakai']"
"Selamat tinggal bukalapak. Udah aku uninstal nih, entah hp saya yang butut, aplikasinya terasa sangat beraaaaaat banget. Gimana cara belanjanya kalo buka aplikasinya aja susah. Padahal dulu sebelum di update lancar2 aja dan nyaman belanja via bukalapak. Mungkin udah waktunya pindah ke LA**** yang lebih mudah di operasikan",1,0,tinggal uninstal hp butut aplikasi asa beraaaaaat belanja aplikasi susah update lancar nyaman belanja via pindah la mudah operasi,253,,1,0.3572,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['tinggal', 'uninstal', 'handphone', 'butut', 'aplikasi', 'asa', 'beraaaaaat', 'belanja', 'aplikasi', 'susah', 'update', 'lancar', 'nyaman', 'belanja', 'via', 'pindah', 'lah', 'mudah', 'operasi']"
Aku gak bisa download karena memori penuh ??????????????????????????????????????,1,0,download memori penuh,51,,1,0.3322,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['unduh', 'memori', 'penuh']"
up date terus tapi melelet terus payah,1,0,up date lelet,76,,1,0.3322,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['up', 'date', 'lambat']"
Buat akun kok repot bangettttt.......,1,0,akun repot bangettttt,453,,1,0.3322,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['akun', 'repot', 'bangettttt']"
Yg membuat tidak tr tarik ny untuk belanja Dlm apk ini .Hal selain lamban y pengriman brg jg pembtlan dlm hal pesann dnpengembalian dana hany mengandalkn via rek.bank atw go pay .dn memkan waktu. Apa gk diliat situs jual beli online yg lain bgtu mudh dncepat ny cara dlm pengiriman dn hal pengembalian dana. Apk btuh Upgrade lgi nmpk ny.. biar saya tr tarik lgi untk belnja di apk ini.,3,1,tr tarik ny belanja dlm apk lamban rim brg jg pembtlan dlm pesann dnpengembalian dana hany mengandalkn via rek bank atw go pay dn mem situs jual beli online bgtu mudh dncepat ny dlm kirim dn dana apk btuh upgrade nmpk ny tr tarik untk belnja apk,533,,1,0.3311,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['tr', 'tarik', 'ny', 'belanja', 'dlm', 'aplikasi', 'lamban', 'rim', 'bareng', 'juga', 'pembtlan', 'dlm', 'pesann', 'dnpengembalian', 'dana', 'hany', 'mengandalkn', 'via', 'rek', 'bank', 'atw', 'go', 'bayar', 'dn', 'mem', 'situs', 'jual', 'beli', 'online', 'bgtu', 'mudh', 'dncepat', 'ny', 'dlm', 'kirim', 'dn', 'dana', 'aplikasi', 'btuh', 'upgrade', 'nmpk', 'ny', 'tr', 'tarik', 'untk', 'belnja', 'aplikasi']"
"Halo toko pedia,,sya sudah mmbeli pelatihan skill akademi Sudah 100% knp setifikat lma sekali kluarnya",3,1,toko sya mmbeli latih skill akademi setifikat lma kluarnya,741,2,2,0.7956,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['toko', 'sya', 'mmbeli', 'latih', 'skill', 'akademi', 'setifikat', 'lma', 'keluar']"
"Kenapa ya, sertifikat saya di skill akademi yg saya beli dari sini gak muncul di prakerja saya",2,0,sertifikat skill akademi beli muncul,42,2,2,0.792,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['sertifikat', 'skill', 'akademi', 'beli', 'muncul']"
Pesenan saya belom sampe sampe dari snen 28 agustus 2017 ampe sekarang .. ini gmna katanya pengiriman cepat tau gini gua ogah lah beli di elevenia lagi masih mending lazada pengiriman cepat .. ngomong doang pengiriman cepat terpercaya . Kapoook gw belanja di sini .tolong yah kalo mial gx niat jualan gx usah jualan .duit gue tollongnminta si balikin kalo barang gx di terima .. . ??????????,1,0,sen bom sampe sampe snen agustus ampe kirim cepat tau gin beli mending kirim cepat ngomong kirim cepat percaya kapoook belanja tolong mial gx niat jual gx jual duit tollongnminta balikin barang gx,348,,1,0.3014,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['sen', 'bom', 'sampai', 'sampai', 'snen', 'agustus', 'ampe', 'kirim', 'cepat', 'tahu', 'gin', 'beli', 'lebih baik', 'kirim', 'cepat', 'bicara', 'kirim', 'cepat', 'percaya', 'kapoook', 'belanja', 'tolong', 'mial', 'gx', 'niat', 'jual', 'gx', 'jual', 'duit', 'tollongnminta', 'balik', 'barang', 'gx']"
"Awalnya penasaran , terus download, saya cari cari barang yang saya mau sama sekali tidak ada, 1.tidak lenkap 2. Susah pencarianya 3.mahal pula 4.tidak mudah/tidak memudahkan Uninstall",1,0,penasaran download cari cari barang lenkap susah pencarianya mahal mudah mudah uninstall,173,,1,0.2917,"bayar, aplikasi, pakai, akun, iklan, bintang, tolong, unduh, saldo, handphone","['penasaran', 'unduh', 'cari', 'cari', 'barang', 'lenkap', 'susah', 'pencarianya', 'mahal', 'mudah', 'mudah', 'uninstall']"
"Membeli pelatihan di skill academy melalui bukalapak, mudah di mengerti dan secara detail, semoga sukses trus ya",5,2,beli latih skill academy mudah erti detail sukses,977,2,2,0.9963,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['beli', 'latih', 'skill', 'academy', 'mudah', 'erti', 'detail', 'sukses']"
Assalauallaikum .hallo bukalapak .saya sudah selesei mengikuti skill akademy. Trimakasih atas program progress kelasnya .trimakadih juga atas seminarnya cukup dimengerti dam dipahami . Dan trimakasih bukalapak,5,2,assalauallaikum selesei skill akademy trimakasih program progress kelas trimakadih seminar erti dam paham trimakasih,887,2,2,0.9957,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['assalauallaikum', 'selesei', 'skill', 'akademy', 'trimakasih', 'program', 'progress', 'kelas', 'trimakadih', 'seminar', 'erti', 'dam', 'paham', 'trimakasih']"
Menyesal saya membeli pelatihan prakerja di sini saya sudah menyelesaikan pelatihan dan sertefikat selesai tapi sampai sekarang saya belum keluar di kartu prakerja saya,1,0,sesal beli latih latih sertefikat kartu,303,2,2,0.994,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['sesal', 'beli', 'latih', 'latih', 'sertefikat', 'kartu']"
Sangat menyenangkan. Saya juga mengikuti pelatihan pra kerja melalui buka lapak. Terima kasih sangat membantu. Sehat selalu dan sukses,5,2,latih pra bantu sehat sukses,813,2,2,0.994,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['latih', 'pra', 'bantu', 'sehat', 'sukses']"
Terimakasih bukalapak telah bekerjasama dengan program prakerja. Dan melancarkan jalannya program ini.,5,2,bekerjasama program lancar jalan program,992,2,2,0.994,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['bekerjasama', 'program', 'lancar', 'jalan', 'program']"
Apa bukalapak juga menjadi mitra pelatihan program pra kerja...?,3,1,mitra latih program pra,513,2,2,0.9926,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['mitra', 'latih', 'program', 'pra']"
Mitra kerja yang bagus untuk penyediaan materi pelatihan prakerja,5,2,mitra sedia materi latih,900,2,2,0.9926,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['mitra', 'sedia', 'materi', 'latih']"
"Terimakasih tokopedia, saya sudah membeli pelatihan di tokopedia dengan lancar luncur",5,2,beli latih lancar luncur,809,2,2,0.9901,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['beli', 'latih', 'lancar', 'luncur']"
Mudah mencari apa yg dibutuhkan,5,2,mudah cari butuh,840,2,2,0.9901,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['mudah', 'cari', 'butuh']"
Sangat mudah untuk membeli pelatihan prakerja di sini,5,2,mudah beli latih,844,2,2,0.9901,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['mudah', 'beli', 'latih']"
Good buat beli pelatihan sangat mudah,5,2,beli latih mudah,856,2,2,0.9901,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['beli', 'latih', 'mudah']"
mantap lazada ngebantu banget kebutuhan,3,1,ngebantu butuh,470,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['ngebantu', 'butuh']"
Lazada Baik buat kluarga kami sangat mudah untuk brblanja trimaksih,3,1,kluarga mudah brblanja trimaksih,503,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['keluarga', 'mudah', 'brblanja', 'trimaksih']"
Bguss bngtt apk nya tp msih ada- nya,4,2,bguss bngtt apk msih,799,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['bguss', 'bngtt', 'aplikasi', 'msih']"
Baguus aplikasi a jd terbantu,5,2,baguus aplikasi bantu,857,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['baguus', 'aplikasi', 'bantu']"
Sangat membantu dalam pelatihan.,5,2,bantu latih,868,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['bantu', 'latih']"
Aplikasi mantap sangat membantu,5,2,aplikasi bantu,870,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'bantu']"
sangat bermanfaat dan aplikasinya mudah digunakan...,5,2,aplikasi mudah,945,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'mudah']"
bagus dan mudah aplikasinya,5,2,mudah aplikasi,976,2,2,0.9853,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['mudah', 'aplikasi']"
Saya suka aplikasi ini bisa dapat scar,1,0,aplikasi scar,97,2,2,0.9712,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'scar']"
Aplikasinya lemmot.,3,1,aplikasi lemmot,645,2,2,0.9712,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'lemmot']"
"Mohon segera diperbaiki, aplikasi sering not respond",3,1,aplikasi respond,795,2,2,0.9712,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'respond']"
Sertifikat prakerja belum ada di dhasboard,5,2,sertifikat dhasboard,801,2,2,0.9712,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['sertifikat', 'dhasboard']"
Bagussss bgt apk nyaaaa yakinnn,5,2,bagussss apk nyaaaa yakinnn,867,2,2,0.9712,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['bagussss', 'aplikasi', 'nyaaaa', 'yakinnn']"
Mantapp materinya,5,2,mantapp materi,934,,2,0.4951,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['mantapp', 'materi']"
Saya sngat terbantu karna tokopedia udh membantu saya untuk belanja dirumah aja ....... makasih tokopedia????,1,0,sngat bantu bantu belanja rumah,125,2,2,0.7829,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['sngat', 'bantu', 'bantu', 'belanja', 'rumah']"
"Buka lapak terbaik, beli platform skill Academy di bukalapak bagus, dan mudah di pahami, sertifikat nya cepat keluar di dasboard prakerja",5,2,beli platform skill academy mudah paham sertifikat cepat dasboard,936,2,2,0.7504,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['beli', 'platform', 'skill', 'academy', 'mudah', 'paham', 'sertifikat', 'cepat', 'dasboard']"
Lazada apl olshop yg mudah d pahami??????,5,2,apl olshop mudah paham,862,2,2,0.7264,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'olshop', 'mudah', 'paham']"
"Terimakasih Tokopedia dah membantu kami dalam pembelian voucher prakerja,semoga jaya terus",5,2,bantu beli voucher jaya,871,2,2,0.7186,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['bantu', 'beli', 'voucher', 'jaya']"
Aplikasinya beratbngt ga kya apk yg lain lebih ringan,2,0,aplikasi beratbngt kya apk ringan,54,2,2,0.7131,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'beratbngt', 'kya', 'aplikasi', 'ringan']"
"Hai tokopedia,saya sudah mengikuti pelatihan disini...pelatihannya bagus,mudah difahami,dan gak ngebosenin...saya kira tokopedia hanya bisa digunakan untuk belanja online,ternyata juga bisa untuk belajar online,smoga sertifikat pelatihan saya segera turun dan berjalan lancar,semoga lebih baik terus kedepannya untuk tokopedia dan sukses trs tokopedia",5,2,latih latih mudah difahami ngebosenin belanja online ajar online smoga sertifikat latih turun jalan lancar sukses trs,910,2,2,0.7082,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['latih', 'latih', 'mudah', 'difahami', 'ngebosenin', 'belanja', 'online', 'ajar', 'online', 'smoga', 'sertifikat', 'latih', 'turun', 'jalan', 'lancar', 'sukses', 'terus']"
Pengalaman saya belajar dikelas ini sangat bermanfaat bagi saya. Saya jadi punya motivasi untuk jadi entrepreneur. Semoga ilmu yang saya dapat bisa saya terapkan dalam usaha saya. Semoga aplikasi ini semakin terdepan dan semakin canggih lagi fitur nya agar para pengguna dapat menggunakan nya dengan baik. Terimakasih,5,2,alam ajar kelas motivasi entrepreneur ilmu terap usaha aplikasi canggih fitur,892,2,2,0.6855,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['alam', 'ajar', 'kelas', 'motivasi', 'entrepreneur', 'ilmu', 'terap', 'usaha', 'aplikasi', 'canggih', 'fitur']"
Terimakasih saya ucapkan atas ilmu dan motivasi yang diberikan kepada saya yang sangat bermanfaat. Trimakasih,5,2,ilmu motivasi trimakasih,924,2,2,0.6612,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['ilmu', 'motivasi', 'trimakasih']"
"Bikin latah beli apa aja, tapi bagus saya dukung",5,2,bikin latah beli dukung,903,2,2,0.647,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['bikin', 'latah', 'beli', 'dukung']"
"Saya sudah membeli pelatihan prakerja di bukalapak, saya sudah lolos namun insentifnya belum masuk, kenapa y...",3,1,beli latih lolos insentif,762,2,2,0.6469,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['beli', 'latih', 'lolos', 'insentif']"
Saya baru gabung jadi belum tahu apa keuntungan yang akan saya dapat dari aplikasi ini!,2,0,gabung untung aplikasi,425,2,2,0.6285,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['gabung', 'untung', 'aplikasi']"
Aplikasi ini cukup membantu saat kita sibuk gak bisa keluar belanja,3,1,aplikasi bantu sibuk belanja,715,2,2,0.6284,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'bantu', 'sibuk', 'belanja']"
Aplikasi yg sangat bagus dan bermanfaat serta murah meriah dalam pembelian,5,2,aplikasi murah riah beli,826,2,2,0.6284,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'murah', 'riah', 'beli']"
"Pelatihan yg saya beli dari Tokopedia, dgn Pelajaran Trik merangkai kata untuk menarik perhatian customer, SGT menambah wawasan saya dlm meningkatkan business online...trima kasih Tokopedia dan ruang guru",5,2,latih beli ajar trik rangkai tarik perhati customer wawas dlm tingkat business online trima ruang guru,884,2,2,0.6141,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['latih', 'beli', 'ajar', 'trik', 'rangkai', 'tarik', 'perhati', 'customer', 'wawas', 'dlm', 'tingkat', 'business', 'online', 'terima', 'ruang', 'guru']"
sangat membantu mempermudah.khususnya dalam pemilihan pelatihan prakerja,5,2,bantu mudah pilih latih,842,2,2,0.6077,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['bantu', 'mudah', 'pilih', 'latih']"
Singkron gx ka saldo shopeefood driver dengan akun shope,3,1,singkron gx ka saldo shopeefood driver akun,474,1,2,0.5972,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['singkron', 'gx', 'kakak', 'saldo', 'shopeefood', 'driver', 'akun']"
Aplikasi yang sangat bagus sekali??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????tapi boong??!!! Aplikasi yg jelek!!,1,0,aplikasi boong aplikasi,363,2,2,0.5885,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'bohong', 'aplikasi']"
"Applikasi yang sangat membantu di era pandemi ini dengan tanpa harus keluar rumah untuk ke mall berbelanja, dan lain2. . Sudah praktis dibukalapak",5,2,applikasi bantu era pandemi rumah mall belanja praktis dibukalapak,951,2,2,0.5209,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['aplikasi', 'bantu', 'era', 'pandemi', 'rumah', 'mall', 'belanja', 'praktis', 'dibukalapak']"
tolong sediakan isi ulang saldo driver grab yang 50.000 dong soalnya semua driver sekarang lagi pada sepi,5,2,tolong sedia isi ulang saldo driver driver sepi,824,1,2,0.4988,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['tolong', 'sedia', 'isi', 'ulang', 'saldo', 'driver', 'driver', 'sepi']"
"good job lahhhh pokonya,, kerennn ga prnah kcwa n jgn ampe mngecewakan",5,2,lahhhh poko kerennn prnah kcwa jgn ampe mngecewakan,938,2,2,0.4975,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['lahhhh', 'poko', 'kerennn', 'prnah', 'kcwa', 'jangan', 'ampe', 'mngecewakan']"
Penbohong masa belum sampai 2 detik udah naik harganya lagi,1,0,penbohong detik harga,25,0,2,0.4951,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['penbohong', 'detik', 'harga']"
Rate 1 ges klo klian kesel ama iklanya,1,0,rate ges kesel iklanya,375,,2,0.4951,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['rate', 'ges', 'kesel', 'iklanya']"
baru kali ini blm nympe barang a,3,1,nympe barang,550,,2,0.4951,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['nympe', 'barang']"
Kenapa udah beres pelatihan di skill akadamy dan udah dapat sertifikat tpi belum muncul2 di dasbord prakerja...sedikit kecewa lambanya pelayanannya.tolong bantu pelayanannya,3,1,beres latih skill akadamy sertifikat tpi muncul dasbord lambanya layan tolong bantu layan,611,,2,0.3994,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['beres', 'latih', 'skill', 'akadamy', 'sertifikat', 'tapi', 'muncul', 'dasbord', 'lambanya', 'layan', 'tolong', 'bantu', 'layan']"
"Thankyou Tokopedia, ku kasi bintang 5 soalnya emang beneran manfaatnya. Selain area jual-beli ternyata juga ada sarana edukasi bekerjasama dgn prakerja. Aku udah mengikuti pelatihannya, Semoga cpt dipeoses ya sertifikasi nya",5,2,thankyou kasi bintang beneran area jual beli sarana edukasi bekerjasama latih cpt dipeoses sertifikasi,858,,2,0.3983,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['thankyou', 'kasi', 'bintang', 'beneran', 'area', 'jual', 'beli', 'sarana', 'edukasi', 'bekerjasama', 'latih', 'cepat', 'dipeoses', 'sertifikasi']"
Saya telah melakukan pembelian menggunakan octo kliks pada tgl 14 agustus 2020 skitar jam 10.00 . Pembelian berhasil namun status transaksi di tokopedia tidak ada / kosong . Pada email masuk transaksi sukses . Saldo saya juga telah berkurang . Terus ini bagaimana barangnya bisa dikirim oleh penjual dan gimana saya info ke penjual kalau nomer invoice nya tidak ada .,1,0,beli octo kliks tgl agustus skitar jam beli hasil status transaksi kosong email transaksi sukses saldo barang kirim jual info jual nomer invoice,251,,2,0.3956,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['beli', 'octo', 'kliks', 'tanggal', 'agustus', 'skitar', 'jam', 'beli', 'hasil', 'status', 'transaksi', 'kosong', 'email', 'transaksi', 'sukses', 'saldo', 'barang', 'kirim', 'jual', 'informasi', 'jual', 'nomer', 'invoice']"
Sy sering belanja onlen d lazada. Alhamdulilah pengiriman ny slalu lancar,1,0,belanja onlen alhamdulilah kirim ny slalu lancar,235,,2,0.3914,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['belanja', 'onlen', 'alhamdulilah', 'kirim', 'ny', 'selalu', 'lancar']"
bukalapak ok..klaim barang mudah dan bukalapak sangat membantu usernya bertanggung jawab secara profesional..pihak asuransi juga tidak mempersulit sangat profesional dalam pelayanan..terima kasih Bukalapak dan pihak asuransi..smoga makin maju dan jaya selalu..,5,2,klaim barang mudah bantu usernya tanggung profesional asuransi sulit profesional layan asuransi smoga maju jaya,843,,2,0.3832,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['klaim', 'barang', 'mudah', 'bantu', 'usernya', 'tanggung', 'profesional', 'asuransi', 'sulit', 'profesional', 'layan', 'asuransi', 'smoga', 'maju', 'jaya']"
"update tampilan sudah bagus, tapi tidak banyak yg ditawarkan menarik, kupon dari penukaran poin pun masih blum terpakai",3,1,update tampil tawar tarik kupon tukar poin pakai,708,,2,0.3747,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['update', 'tampil', 'tawar', 'tarik', 'kupon', 'tukar', 'poin', 'pakai']"
"Pihak Shope Kenapa saya sekarang saat Mau Buat pesananan [checkout gagal (F01) ],, begitu trus kk mohon Di perbaiki Soalnya saya mau beli sepatu, mohon di respon trimakasih,padahal kemarin�pas beli Gk gitu mohon bantuannya",3,1,pesananan checkout gagal beli sepatu respon trimakasih kemarin pas beli bantu,498,,2,0.3434,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['pesananan', 'checkout', 'gagal', 'beli', 'sepatu', 'respon', 'trimakasih', 'kemarin', 'pas', 'beli', 'bantu']"
"Pelayanan Tim Tokopedia Care dalam penyelesaian perihal komplain, terlalu Berbelit-belit dan tidak ada KETEGASAN sama sekali. Jujur saya sangat-sangat KECEWA.",1,0,layan tim care perihal komplain belit belit jujur,395,,2,0.2855,"aplikasi, bantu, beli, butuh, sukses, mudah, paylater, cari, jual, lancar","['layan', 'tim', 'care', 'perihal', 'komplain', 'belit', 'belit', 'jujur']"
"Info pengiriman nya ga jelas ih, kemaren beli paket info nya masih dikirim di kota, eh taunya paket udah datang aja, trs yg kedua paket belum diterima sama saya eh pemberitahuan nya paket telah diterima. Tolong perbaiki",3,1,info kirim kemaren beli paket info kirim kota tau paket trs paket pemberitahuan paket tolong,509,3,3,0.998,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['informasi', 'kirim', 'kemarin', 'beli', 'paket', 'informasi', 'kirim', 'kota', 'tahu', 'paket', 'terus', 'paket', 'pemberitahuan', 'paket', 'tolong']"
Menu COD ny kadang-kadang gk ada padahal di penjual ny bisa COD tpi pas pilihan pembayaran pilihan COD ny malah gk ada,3,1,menu cod ny kadang kadang jual ny cod tpi pas pilih bayar pilih cod ny,528,1,3,0.998,"ongkir, barang, gratis, pesan, kirim, aplikasi, sesuai, beli, belanja, toko","['menu', 'cod', 'ny', 'kadang', 'kadang', 'jual', 'ny', 'cod', 'tapi', 'pas', 'pilih', 'bayar', 'pilih', 'cod', 'ny']"
